c
c This is glucose 2.1 --  based on MiniSAT (Many thanks to MiniSAT team)
c
c WARNING: for repeatability, setting FPU to use double precision
c ========================================[ Problem Statistics ]===========================================
c |                                                                                                       |
c |  Number of variables:         69971                                                                   |
c |  Number of clauses:          135929                                                                   |
c |  Parse time:                   0.05 s                                                                 |
c |                                                                                                       |
c ========================================[ MAGIC CONSTANTS ]==============================================
c | Constants are supposed to work well together :-)                                                      |
c | however, if you find better choices, please let us known...                                           |
c |-------------------------------------------------------------------------------------------------------|
c |                                |                                |                                     |
c | - Restarts:                    | - Reduce Clause DB:            | - Minimize Asserting:               |
c |   * LBD Queue    :     50      |   * First     :   4000         |    * size <  30                     |
c |   * Trail  Queue :   5000      |   * Inc       :    300         |    * lbd  <   6                     |
c |   * K            :   0.80      |   * Special   :   1000         |                                     |
c |   * R            :   1.40      |   * Protected :  (lbd)< 30     |                                     |
c |                                |                                |                                     |
c ==================================[ Search Statistics (every  10000 conflicts) ]=========================
c |                                                                                                       |
c |          RESTARTS           |          ORIGINAL         |              LEARNT              | Progress |
c |    32460        40      223 |   34099   130321   294444 |    73   313837     4136  6936158 | 51.267 % |
c |    32463        40      223 |   34099   130321   294444 |    73   323837     4138  6936158 | 51.267 % |
c |    32494        40      223 |   34099   130321   294444 |    73   333837     4142  6936158 | 51.267 % |
c |    32532        40      223 |   34099   130321   294444 |    73   343837     4144  6936158 | 51.267 % |
c |    32596        40      223 |   34099   130321   294444 |    73   353837     4146  6936158 | 51.267 % |
c |    32654        40      223 |   34099   130321   294444 |    73   363837     4148  6936158 | 51.267 % |
c |    32677        40      223 |   34099   130321   294444 |    73   373837     4148  6936158 | 51.267 % |
c |    32720        40      223 |   34099   130321   294444 |    74   192630     4150  7127365 | 51.267 % |
c |    32744        40      223 |   34099   130321   294444 |    74   202630     4152  7127365 | 51.267 % |
c |    32783        40      223 |   34099   130321   294444 |    74   212630     4152  7127365 | 51.267 % |
c |    32807        40      224 |   34099   130321   294444 |    74   222630     4153  7127365 | 51.267 % |
c |    32830        40      224 |   34099   130321   294444 |    74   232630     4156  7127365 | 51.267 % |
c |    32866        41      224 |   34099   130321   294444 |    74   242630     4156  7127365 | 51.267 % |
c |    32916        41      224 |   34099   130321   294444 |    74   252630     4158  7127365 | 51.267 % |
c |    32932        41      224 |   34099   130321   294444 |    74   262630     4161  7127365 | 51.267 % |
c |    32970        41      224 |   34099   130321   294444 |    74   272630     4162  7127365 | 51.267 % |
c |    33009        41      224 |   34099   130321   294444 |    74   282630     4165  7127365 | 51.267 % |
c |    33012        41      224 |   34099   130321   294444 |    74   292630     4169  7127365 | 51.267 % |
c |    33012        41      225 |   34099   130321   294444 |    74   302630     4170  7127365 | 51.267 % |
c |    33012        41      225 |   34099   130321   294444 |    74   312630     4171  7127365 | 51.267 % |
c |    33027        41      225 |   34099   130321   294444 |    74   322630     4172  7127365 | 51.267 % |
c |    33092        41      225 |   34099   130321   294444 |    74   332630     4177  7127365 | 51.267 % |
c |    33132        41      225 |   34099   130321   294444 |    74   342630     4180  7127365 | 51.267 % |
c |    33167        41      225 |   34099   130321   294444 |    74   352630     4184  7127365 | 51.267 % |
c |    33196        41      225 |   34099   130321   294444 |    74   362630     4185  7127365 | 51.267 % |
c |    33219        41      225 |   34099   130321   294444 |    74   372630     4186  7127365 | 51.267 % |
c |    33279        41      225 |   34099   130321   294444 |    74   382630     4186  7127365 | 51.267 % |
c |    33320        41      225 |   34099   130321   294444 |    75   198838     4187  7321157 | 51.267 % |
c |    33345        41      225 |   34099   130321   294444 |    75   208838     4189  7321157 | 51.267 % |
c |    33357        41      226 |   34099   130321   294444 |    75   218838     4190  7321157 | 51.267 % |
c |    33409        41      225 |   34099   130321   294444 |    75   228838     4191  7321157 | 51.267 % |
c |    33430        41      226 |   34099   130321   294444 |    75   238838     4191  7321157 | 51.267 % |
c |    33478        41      226 |   34099   130321   294444 |    75   248838     4194  7321157 | 51.267 % |
c |    33516        41      226 |   34099   130321   294444 |    75   258838     4195  7321157 | 51.267 % |
c |    33541        41      226 |   34099   130321   294444 |    75   268838     4197  7321157 | 51.267 % |
c |    33541        41      226 |   34099   130321   294444 |    75   278838     4197  7321157 | 51.267 % |
c |    33597        41      226 |   34099   130321   294444 |    75   288838     4198  7321157 | 51.267 % |
c |    33634        41      226 |   34099   130321   294444 |    75   298838     4200  7321157 | 51.267 % |
c |    33659        41      226 |   34099   130321   294444 |    75   308838     4201  7321157 | 51.267 % |
c |    33683        41      226 |   34099   130321   294444 |    75   318838     4201  7321157 | 51.267 % |
c |    33725        41      226 |   34099   130321   294444 |    75   328838     4201  7321157 | 51.267 % |
c |    33755        41      226 |   34099   130321   294444 |    75   338838     4202  7321157 | 51.267 % |
c |    33807        42      226 |   34099   130321   294444 |    75   348838     4203  7321157 | 51.267 % |
c |    33842        42      226 |   34099   130321   294444 |    75   358838     4203  7321157 | 51.267 % |
c |    33908        42      226 |   34099   130321   294444 |    75   368838     4208  7321157 | 51.267 % |
c |    33950        42      226 |   34099   130321   294444 |    75   378838     4209  7321157 | 51.267 % |
c |    33998        42      226 |   34099   130321   294444 |    75   388838     4210  7321157 | 51.267 % |
c |    34046        42      226 |   34099   130321   294444 |    76   202427     4210  7517568 | 51.267 % |
c |    34084        42      226 |   34099   130321   294444 |    76   212427     4210  7517568 | 51.267 % |
c |    34111        42      226 |   34099   130321   294444 |    76   222427     4216  7517568 | 51.267 % |
c |    34139        42      227 |   34099   130321   294444 |    76   232427     4217  7517568 | 51.267 % |
c |    34154        42      227 |   34099   130321   294444 |    76   242427     4224  7517568 | 51.267 % |
c |    34174        42      227 |   34099   130321   294444 |    76   252427     4226  7517568 | 51.267 % |
c |    34178        42      227 |   34099   130321   294444 |    76   262427     4230  7517568 | 51.267 % |
c |    34217        42      227 |   34099   130321   294444 |    76   272427     4231  7517568 | 51.267 % |
c |    34256        42      227 |   34099   130321   294444 |    76   282427     4233  7517568 | 51.267 % |
c |    34291        42      227 |   34099   130321   294444 |    76   292427     4234  7517568 | 51.267 % |
c |    34324        42      227 |   34099   130321   294444 |    76   302427     4236  7517568 | 51.267 % |
c |    34366        42      227 |   34099   130321   294444 |    76   312427     4238  7517568 | 51.267 % |
c |    34395        42      227 |   34099   130321   294444 |    76   322427     4238  7517568 | 51.267 % |
c |    34404        42      228 |   34099   130321   294444 |    76   332427     4238  7517568 | 51.267 % |
c |    34452        42      228 |   34099   130321   294444 |    76   342427     4239  7517568 | 51.267 % |
c |    34479        42      228 |   34099   130321   294444 |    76   352427     4240  7517568 | 51.267 % |
c |    34509        42      228 |   34099   130321   294444 |    76   362427     4244  7517568 | 51.267 % |
c |    34550        42      228 |   34099   130321   294444 |    76   372427     4245  7517568 | 51.267 % |
c |    34590        42      228 |   34099   130321   294444 |    76   382427     4249  7517568 | 51.267 % |
c |    34655        42      228 |   34099   130321   294444 |    76   392427     4251  7517568 | 51.267 % |
c |    34686        42      228 |   34099   130321   294444 |    77   203430     4251  7716565 | 51.267 % |
c |    34690        42      228 |   34099   130321   294444 |    77   213430     4252  7716565 | 51.267 % |
c |    34727        42      228 |   34099   130321   294444 |    77   223430     4253  7716565 | 51.267 % |
c |    34768        42      228 |   34099   130321   294444 |    77   233430     4254  7716565 | 51.267 % |
c |    34820        42      228 |   34099   130321   294444 |    77   243430     4258  7716565 | 51.267 % |
c |    34867        42      228 |   34099   130321   294444 |    77   253430     4258  7716565 | 51.267 % |
c |    34902        42      228 |   34099   130321   294444 |    77   263430     4259  7716565 | 51.267 % |
c |    34937        42      228 |   34099   130321   294444 |    77   273430     4260  7716565 | 51.267 % |
c |    34978        42      228 |   34099   130321   294444 |    77   283430     4260  7716565 | 51.267 % |
c |    35032        42      228 |   34099   130321   294444 |    77   293430     4262  7716565 | 51.267 % |
c |    35052        42      228 |   34099   130321   294444 |    77   303430     4263  7716565 | 51.267 % |
c |    35062        42      229 |   34099   130321   294444 |    77   313430     4267  7716565 | 51.267 % |
c |    35091        42      229 |   34099   130321   294444 |    77   323430     4268  7716565 | 51.267 % |
c |    35128        42      229 |   34099   130321   294444 |    77   333430     4269  7716565 | 51.267 % |
c |    35182        42      229 |   34099   130321   294444 |    77   343430     4271  7716565 | 51.267 % |
c |    35228        42      229 |   34099   130321   294444 |    77   353430     4273  7716565 | 51.267 % |
c |    35270        42      229 |   34099   130321   294444 |    77   363430     4273  7716565 | 51.267 % |
c |    35335        42      228 |   34099   130321   294444 |    77   373430     4273  7716565 | 51.267 % |
c |    35390        42      228 |   34099   130321   294444 |    77   383430     4274  7716565 | 51.267 % |
c |    35431        42      228 |   34099   130321   294444 |    77   393430     4275  7716565 | 51.267 % |
c |    35479        42      228 |   34099   130321   294444 |    78   201820     4276  7918175 | 51.267 % |
c |    35521        42      228 |   34099   130321   294444 |    78   211820     4280  7918175 | 51.267 % |
c |    35545        42      229 |   34099   130321   294444 |    78   221820     4284  7918175 | 51.267 % |
c |    35587        42      229 |   34099   130321   294444 |    78   231820     4285  7918175 | 51.267 % |
c |    35592        42      229 |   34099   130321   294444 |    78   241820     4285  7918175 | 51.267 % |
c |    35617        42      229 |   34099   130321   294444 |    78   251820     4286  7918175 | 51.267 % |
c |    35650        42      229 |   34099   130321   294444 |    78   261820     4287  7918175 | 51.267 % |
c |    35696        42      229 |   34099   130321   294444 |    78   271820     4288  7918175 | 51.267 % |
c |    35716        42      229 |   34099   130321   294444 |    78   281820     4289  7918175 | 51.267 % |
c |    35729        42      229 |   34099   130321   294444 |    78   291820     4290  7918175 | 51.267 % |
c |    35791        42      229 |   34099   130321   294444 |    78   301820     4291  7918175 | 51.267 % |
c |    35839        42      229 |   34099   130321   294444 |    78   311820     4292  7918175 | 51.267 % |
c |    35893        42      229 |   34099   130321   294444 |    78   321820     4296  7918175 | 51.267 % |
c |    35937        42      229 |   34099   130321   294444 |    78   331820     4296  7918175 | 51.267 % |
c |    35974        42      229 |   34099   130321   294444 |    78   341820     4296  7918175 | 51.267 % |
c |    36031        42      229 |   34099   130321   294444 |    78   351820     4300  7918175 | 51.267 % |
c |    36091        42      229 |   34099   130321   294444 |    78   361820     4302  7918175 | 51.267 % |
c |    36143        42      229 |   34099   130321   294444 |    78   371820     4302  7918175 | 51.267 % |
c |    36173        42      229 |   34099   130321   294444 |    78   381820     4304  7918175 | 51.267 % |
c |    36196        42      229 |   34099   130321   294444 |    78   391820     4307  7918175 | 51.267 % |
c |    36241        42      229 |   34099   130321   294444 |    78   401820     4308  7918175 | 51.267 % |
c |    36248        42      229 |   34099   130321   294444 |    79   207616     4310  8122379 | 51.267 % |
c |    36292        42      229 |   34099   130321   294444 |    79   217616     4314  8122379 | 51.267 % |
c |    36348        42      229 |   34099   130321   294444 |    79   227616     4319  8122379 | 51.267 % |
c |    36400        42      229 |   34099   130321   294444 |    79   237616     4320  8122379 | 51.267 % |
